しいんと,2,しいんと,
しいんとする,2,しいんとする,2
しつこい,2,しつこい,
じっと,2,じっと,
しみじみ,2,しみじみ,
しめた,2,しめた,2
しゃがむ,2,しゃがむ,
しゃぶる,2,しゃぶる,
じゃんけん,2,じゃんけん,
ずうっと,2,ずうっと,
すっきり,2,すっきり,
すっと,2,すっと,
ずらす,2,ずらす,
ずらり,2,ずらり,
せっせと,2,せっせと,
せめて,2,せめて,
そう,2,そう,
そういえば,2,そう言えば,2
そこで,2,そこで,
そして,2,そして,
そそっかしい,2,そそっかしい,
そっくり,2,そっくり,
そっと,2,そっと,
それ,2,それ,
だが,2,だが,
だけど,2,だけど,
だって,2,だって,
たっぷり,2,たっぷり,
だらしない,2,だらし無い,2
ちゃんと,2,ちゃんと,
で,2,で,
ですから,2,ですから,2
では,2,では,
どうか,2,どうか,
どうしても,2,どうしても,
どうせ,2,どうせ,
どうにか,2,どうにか,
どきどき,2,どきどき,
どっと,2,どっと,
とんでもない,2,とんでもない,2
どんなに,2,どんなに
にこにこ,2,にこにこ
にっこり,2,にっこり
ね,2,ね
ねえ,2,ねえ
のろのろ,2,のろのろ
のんびり,2,のんびり
はあ,2,はあ
はきはき,2,はきはき
ばつ,2,ばつ
ばったり,2,ばったり
ぴかぴか,2,ぴかぴか
ぴたり,2,ぴたり
ぴったり,2,ぴったり
ぶつぶつ,2,ぶつぶつ
ふと,2,ふと
ぶらさげる,2,ぶら下げる
ふわふわ,2,ふわふわ
へそ,2,へそ
ぼんやり,2,ぼんやり
まあ,2,まあ
まあまあ,2,まあまあ
まごまご,2,まごまご
まさか,2,まさか
まるで,2,まるで
めっきり,2,めっきり
やっつける,2,やっつける
やむをえない,2,やむを得ない
よいしょ,2,よいしょ
より,2,より
ローマじ,2,ローマ字
あ,2,亜
あわれ,2,哀れ
あい,2,愛
あいする,2,愛する
あいじょう,2,愛情
いたずら,2,悪戯
わるくち,2,悪口
あくま,2,悪魔
にぎる,2,握る
あくしゅ,2,握手
あっしゅく,2,圧縮
あつかう,2,扱う
あてな,2,宛名
あるいは,2,あるいは
ある,2,ある
あんい,2,安易
あんてい,2,安定
あんき,2,暗記
あん,2,案
あんがい,2,案外
いご,2,以後
いこう,2,以降
いぜん,2,以前
いらい,2,以来
くらい,2,位
いらい,2,依頼
えらい,2,偉い
いだい,2,偉大
かこむ,2,囲む
いいん,2,委員
いばる,2,威張る
いがい,2,意外
いぎ,2,意義
いし,2,意思
いし,2,意志
いしき,2,意識
いじわる,2,意地悪
なぐさめる,2,慰める
なす,2,為す
かわせ,2,為替
ことなる,2,異なる
いじょう,2,異常
うつす,2,移す
いてん,2,移転
いどう,2,移動
いじ,2,維持
いど,2,緯度
い,2,胃
しぼむ,2,萎む
いしょくじゅ,2,衣食住
いふく,2,衣服
ちがい,2,違い
ちがいない,2,違いない
いはん,2,違反
いし,2,医師
いりょう,2,医療
いど,2,井戸
そだつ,2,育つ
いくじ,2,育児
ひと,2,一
いちおう,2,一応
いっか,2,一家
ひとやすみ,2,一休み
ひとこと,2,一言
さきおととい,2,一昨々日
いっさくじつ,2,一昨日,
いっさくねん,2,一昨年,
いちじ,2,一時,
いっしゅ,2,一種,
いっしゅん,2,一瞬,
ひとりひとり,2,一人一人,4
いっしょう,2,一生,
いっせいに,2,いっせいに,
いっせい,2,一斉,
ひとまず,2,ひとまず,
いっそう,2,一層,
いったん,2,一旦,
いちだんと,2,一段と,
いっち,2,一致,
ひととおり,2,一通り,
いってい,2,一定,
いちどに,2,一度に
いちぶ,2,一部
いっぽう,2,一方
いちりゅう,2,一流
あふれる,2,溢れる
それる,2,逸れる
いね,2,稲
しるし,2,印
いんさつ,2,印刷
いんしょう,2,印象
よる,2,因る
ひきざん,2,引き算
ひきとめる,2,引き止める
ひきうける,2,引き受ける
ひきだす,2,引き出す
ひきかえす,2,引き返す
ひっかかる,2,引っ掛かる
ひっかける,2,引っ掛ける
ひっくりかえす,2,引っ繰り返す
ひっくりかえる,2,引っ繰り返る
ひっこむ,2,引っ込む
ひっぱる,2,引っ張る
ひっこし,2,引越し
いんたい,2,引退
ひきわけ,2,引分
いんよう,2,引用
いんりょく,2,引力
かくす,2,隠す
かくれる,2,隠れる
うちゅう,2,宇宙
はね,2,羽
はね,2,羽根
あまど,2,雨戸
うわさ,2,噂
うん,2,運
うんが,2,運河
えさ,2,餌
えいぎょう,2,営業
かげ,2,影
かげ,2,陰
えいきょう,2,影響
うつす,2,映す
えいよう,2,栄養
えいえん,2,永遠
えいきゅう,2,永久
およぎ,2,泳ぎ
えいぶん,2,英文
えいわ,2,英和
えいせい,2,衛生
するどい,2,鋭い
えきたい,2,液体
ますます,2,益々
こえる,2,越える
こえる,2,超える
こす,2,越す
こす,2,超す
えん,2,円
えんしゅう,2,円周
えんげい,2,園芸
えんかい,2,宴会
のびる,2,延びる
えんき,2,延期
えんちょう,2,延長
えんじょ,2,援助
そう,2,沿う
そう,2,添う
えんぎ,2,演技
えんげき,2,演劇
えんしゅう,2,演習
えんぜつ,2,演説
えんそう,2,演奏
ほのお,2,炎
けむり,2,煙
けむい,2,煙い
えんとつ,2,煙突
さる,2,猿
ふち,2,縁
つや,2,艶
えんそく,2,遠足
しおからい,2,塩辛い
において,2,において
よごす,2,汚す
おせん,2,汚染
おい,2,甥
へこむ,2,凹む
おく,2,奥
おくさま,2,奥様
おうふく,2,往復
おうずる,2,応ずる
おうじる,2,応じる
おうえん,2,応援
おうせつ,2,応接
おうたい,2,応対
おうよう,2,応用
おさえる,2,押さえる
おさえる,2,押える
おさえる,2,抑える,
よこぎる,2,横切る,
おうだん,2,横断,
おうだんほどう,2,横断歩道,2
おうべい,2,欧米,
なぐる,2,殴る,
おう,2,王,
おうじ,2,王子,
おうじょ,2,王女,
おうさま,2,王様,
ふすま,2,襖,
おき,2,沖,
おくじょう,2,屋外,
やね,2,屋根,
おろす,2,卸す,
おん,2,恩,
おんけい,2,恩恵
おんしつ,2,温室
おんせん,2,温泉
おんたい,2,温帯
おんだん,2,温暖
おんど,2,温度
おだやか,2,穏やか
おん,2,音
げ,2,下
しも,2,下
くだらない,2,下らない
くだり,2,下り
くだる,2,下る
おろす,2,下ろす
おろす,2,降ろす
かこう,2,下降
げしゃ,2,下車,
げじゅん,2,下旬,
したがき,2,下書き,
げすい,2,下水,
かせん,2,下線,
げた,2,下駄,
したまち,2,下町,
げひん,2,下品,
かがく,2,化学,
けしょう,2,化粧,
かてい,2,仮定,
かな,2,仮名,
かなづかい,2,仮名遣い,
どういたしまして,2,どういたしまして,
どういたしまして,2,どう致しまして,4
なにか,2,何か,
なにしろ,2,何しろ,
なんで,2,何で,
なんでも,2,何でも,
なんとか,2,何とか,
なんとなく,2,何となく,
なんとも,2,何とも,
なにも,2,何も,2
いずれ,2,いずれ,
なになに,2,何々,2
なぜなら,2,何故なら,2
なぜならば,2,何故ならば,3
いつか,2,何時か,2
いつでも,2,何時でも,2
いつまでも,2,何時までも,3
どこか,2,何処か,2
なにぶん,2,何分,2
かかく,2,価格
かち,2,価値
くわえる,2,加える
くわわる,2,加わる
かげん,2,加減
かそく,2,加速
かそくど,2,加速度
かねつ,2,加熱
か,2,可
かわいそう,2,可哀想
かわいがる,2,可愛がる
かわいらしい,2,可愛らしい
かけつ,2,可決
かなり,2,かなり
かのう,2,可能
よめ,2,嫁
かおく,2,家屋
かぐ,2,家具
かじ,2,家事
やぬし,2,家主
やちん,2,家賃
かもく,2,科目
はたして,2,果たして
かじつ,2,果実
かくう,2,架空
かしゅ,2,歌手
かよう,2,歌謡
かるた,2,歌留多
かこう,2,火口
かさい,2,火災
かざん,2,火山
やけど,2,火傷
かよう,2,火曜
かせぐ,2,稼ぐ
かしょ,2,箇所
かしょ,2,ヶ所
はなよめ,2,花嫁
はなび,2,花火
かし,2,菓子
か,2,課
かぜい,2,課税
かてい,2,課程
かもつ,2,貨物
すごす,2,過ごす
かこ,2,過去
かしつ,2,過失
かじょう,2,過剰
かてい,2,過程
かはんすう,2,過半数
か,2,蚊
にわか,2,俄
にわかに,2,俄
わが,2,我が
わがまま,2,わがまま
われわれ,2,我々
がまん,2,我慢
がか,2,画家
め,2,芽
かい,2,会
かいいん,2,会員
かいかん,2,会館
かいけい,2,会計
かいこう,2,会合
とく,2,解く
ほどく,2,解く
かいけつ,2,解決
かいさん,2,解散
かいしゃく,2,解釈
かいせつ,2,解説
かいほう,2,解放
かい,2,回
まわす,2,回す
まわり,2,回り
まわり,2,周り
まわりみち,2,回り道
かいすう,2,回数
かいすうけん,2,回数券
かいてん,2,回転
かいとう,2,回答
かいとう,2,解答
かいふく,2,回復
かたまり,2,塊
かいせい,2,快晴
かいてき,2,快適
あやしい,2,怪しい
くやしい,2,悔しい
くやむ,2,悔やむ
なつかしい,2,懐かしい
あらためて,2,改めて
あらためる,2,改める
かいさつ,2,改札
かいせい,2,改正
かいぜん,2,改善
かいぞう,2,改造
かいがい,2,海外
かいすいよく,2,海水浴
かいよう,2,海洋
はい,2,灰
はいいろ,2,灰色
かいが,2,絵画
えのぐ,2,絵具
かいかい,2,開会
かいし,2,開始
かいつう,2,開通
かいほう,2,開放
かい,2,貝
がい,2,外
はずす,2,外す
はずれる,2,外れる
げか,2,外科
がいこう,2,外交
がいしゅつ,2,外出
がいぶ,2,外部
せき,2,咳
がい,2,害
がいろん,2,概論
ふた,2,蓋
まち,2,街
まちかど,2,街角
かきね,2,垣根
かく,2,各
おのおの,2,各々
かくじ,2,各自
かくち,2,各地
かくじゅう,2,拡充
かくだい,2,拡大
かくちょう,2,拡張
から,2,殻
たしか,2,確か
たしかめる,2,確かめる
かくじつ,2,確実
かくにん,2,確認
かくりつ,2,確率
さます,2,覚ます
さめる,2,覚める
かくご,2,覚悟
かくど,2,角度
へだてる,2,隔てる
がく,2,学
まなぶ,2,学ぶ
がっか,2,学科
がっかい,2,学会
がっき,2,学期
がっきゅう,2,学級
がくしゃ,2,学者
がくしゅう,2,学習,
がくじゅつ,2,学術,
がくねん,2,学年,
がくぶ,2,学部,
がくもん,2,学問,
がくりょく,2,学力,
らく,2,楽,
がっき,2,楽器,
がく,2,額,
ひたい,2,額,
かけざん,2,掛算,
わりに,2,割に,
わりと,2,割と,2
わる,2,割る,
わりびき,2,割引,
わりざん,2,割算,
かっこ,2,括弧
かっき,2,活気
かつじ,2,活字
かつどう,2,活動
かつやく,2,活躍
かつよう,2,活用
かつりょく,2,活力
かわく,2,渇く
ずれる,2,ずれる
かぶ,2,株
かま,2,釜
かる,2,刈る
かわら,2,瓦
かわかす,2,乾かす
かんそう,2,乾燥
かんでんち,2,乾電池
かんぱい,2,乾杯
かんむり,2,冠
かんたい,2,寒帯
かん,2,勘
かんちがい,2,勘違い
かんじょう,2,勘定
すすめる,2,勧める
まく,2,巻く
こらえる,2,こらえる
たまらない,2,たまらない
かんせい,2,完成
かんぜん,2,完全
かんりょう,2,完了
かんちょう,2,官庁
ほす,2,干す
かんじゃ,2,患者
かんじ,2,感じ,
かんじる,2,感じる,
かんずる,2,感ずる,2
かんかく,2,感覚,
かんげき,2,感激,
かんしゃ,2,感謝,
かんじょう,2,感情,
かんしん,2,感心,
かんそう,2,感想,
かんどう,2,感動,
かんき,2,換気,
かんげい,2,歓迎,
あせ,2,汗,
かんわ,2,漢和,
かんきょう,2,環境,
あまやかす,2,甘やかす,
かんし,2,監視
かんとく,2,監督
かんぱん,2,看板
かんびょう,2,看病
くだ,2,管
かんり,2,管理
ゆるい,2,緩い
かん,2,缶
かんづめ,2,缶詰
かんきゃく,2,観客
かんこう,2,観光
かんさつ,2,観察
かんそく,2,観測
かんねん,2,観念
かんしょう,2,鑑賞
ま,2,間
まもなく,2,まもなく
まちがい,2,間違い
まちがう,2,間違う
かんかく,2,間隔
かんせつ,2,間接
かんする,2,関する
かんしん,2,関心
かんさい,2,関西
かんとう,2,関東
かんれん,2,関連
かん,2,館
まる,2,丸
ふくむ,2,含む
ふくめる,2,含める
きし,2,岸
がんばる,2,頑張る
ねがい,2,願い
ねがう,2,願う
きぎょう,2,企業
あやうい,2,危うい
よろこび,2,喜び
きかい,2,器械
きぐ,2,器具
きよう,2,器用
もと,2,基
もとづく,2,基づく
きじゅん,2,基準
きじゅん,2,規準
きそ,2,基礎
きち,2,基地
きばん,2,基盤
きほん,2,基本
きすう,2,奇数
きみょう,2,奇妙
よせる,2,寄せる
きふ,2,寄付
きぼう,2,希望
いく,2,幾
いくぶん,2,幾分
はた,2,旗
すでに,2,既に
きかん,2,期間
きげん,2,期限
きたい,2,期待
すてる,2,棄てる
きかん,2,機関
きかんしゃ,2,機関車
きげん,2,機嫌
きのう,2,機能,
かえす,2,帰す,
きたく,2,帰宅,
きにいる,2,気に入る,
きのどく,2,気の毒,
きをつける,2,気をつける,3
きあつ,2,気圧,
きおん,2,気温,
きらく,2,気楽,
きこう,2,気候,
きたい,2,気体,
けはい,2,気配,
きづく,2,気付く,
きみ,2,気味,
まれ,2,稀,
きりつ,2,規律,
きおく,2,記憶
きごう,2,記号
きじ,2,記事
きしゃ,2,記者
きにゅう,2,記入
きねん,2,記念
きろく,2,記録
きちょう,2,貴重
おこる,2,起こる
きしょう,2,起床
かがやく,2,輝く
うえる,2,飢える
ききん,2,飢饉
おに,2,鬼
ぎしき,2,儀式
ぎし,2,技師
うたがう,2,疑う
ぎもん,2,疑問
ぎむ,2,義務
ぎいん,2,議員
ぎかい,2,議会
ぎちょう,2,議長
ぎろん,2,議論
きっさ,2,喫茶
つまり,2,詰まり
つめる,2,詰める
つまる,2,詰る
かえって,2,却って
きゃくま,2,客間
きゃくせき,2,客席
ぎゃく,2,逆
さかさ,2,逆さ
さからう,2,逆らう,
さかさま,2,逆様,
おか,2,丘,
きゅうか,2,休暇,
きゅうぎょう,2,休業,
きゅうけい,2,休憩,
きゅうこう,2,休講,
きゅうそく,2,休息,
きゅうよう,2,休養,
およぼす,2,及ぼす,
きゅうしゅう,2,吸収,
きゅうに,2,急に,2
きゅうげき,2,急激,
きゅうそく,2,急速,
すくう,2,救う,
きゅうじょ,2,救助,
もとめる,2,求める
きゅうこん,2,求婚
くむ,2,汲む
くむ,2,酌む
きゅう,2,球
きゅう,2,級
きゅうよ,2,給与
きゅうりょう,2,給料
きゅう,2,旧
うし,2,牛
さる,2,去る
いま,2,居間
いねむり,2,居眠り
きょだい,2,巨大
ゆるす,2,許す
きょか,2,許可
きょり,2,距離
のこぎり,2,鋸
ぎょぎょう,2,漁業
りょうし,2,漁師
うお,2,魚
きょうきゅう,2,供給
きょうぎ,2,競技
けいば,2,競馬
ともに,2,共に
きょうさん,2,共産
きょうつう,2,共通
きょうどう,2,共同
きょうりょく,2,協力
さけぶ,2,叫ぶ
さかい,2,境
きょうかい,2,境界
ごういん,2,強引
きょうか,2,強化
つよき,2,強気
きょうちょう,2,強調
ごうとう,2,強盗
きょうりょく,2,強力
おそらく,2,恐らく
おそれ,2,恐れ
おそれる,2,恐れる
おそろしい,2,恐ろしい
きょうしゅく,2,恐縮
きょうふ,2,恐怖
はさまる,2,挟まる
はさむ,2,挟む
おそわる,2,教わる
きょういん,2,教員
きょうかしょ,2,教科書
きょうし,2,教師
きょうじゅ,2,教授
きょうよう,2,教養
くるう,2,狂う
むね,2,胸
おどかす,2,脅かす
おびやかす,2,脅かす
そば,2,蕎麦
ひびき,2,響き
ひびく,2,響く
おどろかす,2,驚かす
きょく,2,局
きょく,2,曲
まげる,2,曲げる
きょくせん,2,曲線
ごく,2,極
たま,2,玉
たま,2,弾
たま,2,球
わずか,2,僅か
つとめ,2,勤め
つとめ,2,務め
つとめる,2,勤める
つとめる,2,務める
つとめる,2,努める
こと,2,琴
きんえん,2,禁煙
きんし,2,禁止
すじ,2,筋
きんにく,2,筋肉
きんちょう,2,緊張
ちかよる,2,近寄る
ちかぢか,2,近々
ちかごろ,2,近頃
きんだい,2,近代
ちかづく,2,近付く
ちかづける,2,近付ける
かね,2,金
きん,2,金
きんがく,2,金額
きんぎょ,2,金魚
きんこ,2,金庫
きんせん,2,金銭
きんぞく,2,金属
きんゆう,2,金融
きんよう,2,金曜
きん,2,金
ぎん,2,銀
く,2,句
くとうてん,2,句読点
くいき,2,区域
くぎる,2,区切る
くぶん,2,区分
くべつ,2,区別
くるしい,2,苦しい
くるしむ,2,苦しむ
くるしめる,2,苦しめる
にがて,2,苦手
くじょう,2,苦情
くしん,2,苦心
くつう,2,苦痛
くろう,2,苦労
ぐたい,2,具体
から,2,空
くう,2,空
からっぽ,2,空っぽ
くうそう,2,空想
くうちゅう,2,空中
たま,2,偶
たまたま,2,たまたま
ぐうすう,2,偶数
ぐうぜん,2,偶然
くし,2,櫛
くず,2,屑
ほる,2,掘る
くりかえす,2,繰り返す
くん,2,訓
くんれん,2,訓練
むれ,2,群
ぐん,2,軍
ぐんたい,2,軍隊
ぐん,2,郡
かかり,2,係り
かかわる,2,係わる
かたむく,2,傾く
なだらか,2,なだらか
けいこう,2,傾向
けいじ,2,刑事
かた,2,型
けいき,2,契機
けいやく,2,契約
けいしき,2,形式
けいようし,2,形容詞
けいようどうし,2,形容動詞
めぐまれる,2,恵まれる
よろこぶ,2,慶ぶ
けいじ,2,掲示
うやまう,2,敬う
けいい,2,敬意
けいご,2,敬語
けいき,2,景気
けいこ,2,稽古
けいとう,2,系統
たつ,2,経つ
けいえい,2,経営
けいど,2,経度
けいゆ,2,経由
けいぞく,2,継続
つながり,2,繋がり
つながる,2,繋がる
つなぐ,2,繋ぐ
つなげる,2,繋げる,
けいこうとう,2,蛍光灯,2
けい,2,計,
はかる,2,計る,
はかる,2,測る,
はかる,2,量る,
けいさん,2,計算,
けいこく,2,警告,
けいび,2,警備,
げいじゅつ,2,芸術,
げいのう,2,芸能,
むかえ,2,迎え,
げき,2,劇,
げきじょう,2,劇場,
はげしい,2,激しい,
げきぞう,2,激増,
すき,2,隙
すきま,2,隙間
けた,2,桁
けっさく,2,傑作
